x,y,z
2.8613708,-0.80659014,-9.801253
-0.8692562,9.487346,3.644559
-8.468899,-8.493947,-4.8770223
-11.492566,5.9071484,-5.289224
-21.565498,-4.6235037,-2.2638767
-21.890196,-5.160259,-3.7614896
-21.51267,-4.536624,-2.0248673
-12.389463,8.056207,-1.4552782
-19.602942,-1.599614,3.4845989
-15.351487,6.039412,5.505732
-20.53678,-3.013482,1.3933635
-17.269957,2.7092907,6.127066
-16.653292,3.8758383,6.1128993
-10.284418,-0.43222272,-8.796631
-7.360035,-9.778179,0.30429822
-5.4320807,-5.747368,7.5926557
-3.3029788,1.7629596,9.476684
-10.355724,0.3451903,-8.877381
-21.311998,-4.2087626,-1.161362
-21.349691,-4.2696695,-1.3143525
-1.3339151,8.310118,5.537835
21.869999,-3.9823253,4.076162
22.25546,-3.5096254,5.26746
23.18002,-1.3599534,7.8052983
16.993546,-1.2167467,-7.2034535
11.649021,6.1110296,5.4046907
-2.242031,5.4567704,8.13675
0.77140296,8.699776,-5.644488
0.5646055,9.519487,-4.5350785
18.115196,-3.5319343,-5.6682587
22.706274,-2.8478394,6.6167626
22.049046,-3.7699683,4.6272435
21.519691,-4.3545566,2.9989705
13.01584,7.7182803,0.34702292
12.9391985,7.694347,0.6778532
12.389254,7.328364,3.0199094
-0.9252536,9.353181,3.9379725
-6.398573,-8.482647,4.5742583
-11.651287,6.4269295,-4.6096253
-12.339377,7.9905167,-1.655936
-20.627655,-3.1512115,1.1370847
-12.126197,7.633238,-2.5608993
-12.166658,7.7142987,-2.3893619
-10.32272,-0.32077006,-8.784801
-16.202854,4.6912932,6.0392447
-17.40956,2.4424586,6.0978236
-20.080284,-2.3280475,2.5044303
-20.621479,-3.1417947,1.1551131
-21.423159,-4.390313,-1.6324463
-21.985378,-5.309639,-4.187741
-18.932968,-0.55586964,4.5155315
-14.216102,7.5530005,3.8083575
-14.16785,7.7525687,3.5679176
-22.025278,-5.3762794,-4.3786154
-19.04691,-1.1989746,4.287362
-1.5490514,7.6883626,6.315741
18.286943,-3.7261882,-5.3931174
